名称,地址,细节,单价(元/m^2)
锦尚 ,经开南,4室2厅 | 107.35平米 | 南 北 | 简装 | 低楼层(共13层)  | 塔楼,"14,439元/平"
上和郡 ,城北,4室2厅 | 117.84平米 | 南 北 | 精装 | 中楼层(共26层)  | 板塔结合,"14,427元/平"
御锦城阳光里 ,半坡立交,1室0厅 | 38.49平米 | 西 | 精装 | 高楼层(共28层)  | 板塔结合,"13,511元/平"
三迪枫丹 ,曲江,3室1厅 | 98.12平米 | 南 | 精装 | 33层  | 板塔结合,"19,263元/平"
天然居一期 ,城东,5室3厅 | 185.26平米 | 南 北 | 简装 | 高楼层(共11层)  | 板塔结合,"13,225元/平"
天伦·佐治公馆 ,城东,3室2厅 | 117.54平米 | 南 西 | 简装 | 中楼层(共31层)  | 板塔结合,"14,464元/平"
华城万象 ,城南,2室2厅 | 89.47平米 | 南 | 简装 | 低楼层(共29层)  | 板塔结合,"16,542元/平"
首创国际城 ,经开北,3室1厅 | 99.05平米 | 南 北 | 简装 | 高楼层(共34层)  | 板塔结合,"15,750元/平"
裕昌太阳城 ,城南,5室1厅 | 96.64平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合,"17,385元/平"
华宇时间城 ,经开北,2室2厅 | 70.12平米 | 南 西 | 其他 | 高楼层(共28层)  | 板塔结合,"12,836元/平"
中航华府 ,城西,3室2厅 | 88.69平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,"24,017元/平"
龙湖花千树 ,长安,3室2厅 | 97.03平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,"21,437元/平"
金桥太阳岛 ,城北,3室2厅 | 109.77平米 | 南 北 | 简装 | 中楼层(共11层)  | 板塔结合,"12,208元/平"
西安深国投中心 ,城北,2室2厅 | 85.07平米 | 西南 | 简装 | 中楼层(共29层)  | 塔楼,"18,221元/平"
灞业大境 ,安装四处,2室2厅 | 81.2平米 | 东北 | 精装 | 中楼层(共33层)  | 塔楼,"15,025元/平"
华清学府城 ,安装四处,3室2厅 | 108.51平米 | 南 西 | 简装 | 高楼层(共32层)  | 板塔结合,"15,022元/平"
盛龙南苑 ,城北,2室1厅 | 71.81平米 | 北 | 精装 | 高楼层(共33层)  | 板塔结合,"12,520元/平"
华城万象 ,城南,3室1厅 | 91.56平米 | 西南 | 简装 | 高楼层(共26层)  | 板楼,"19,223元/平"
九如御 ,经开北,2室1厅 | 80.16平米 | 北 | 精装 | 低楼层(共34层)  | 板塔结合,"14,971元/平"
龙祥御苑 ,经开南,2室2厅 | 115.93平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,"8,626元/平"
高科绿水东城四期 ,纺织城,3室1厅 | 83.92平米 | 南 | 简装 | 低楼层(共33层)  | 板塔结合,"14,276元/平"
陕西省康复医院生活区 ,城南,3室1厅 | 77.6平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"11,341元/平"
高山流水和城 ,都市之门,3室2厅 | 127.23平米 | 南 北 | 精装 | 中楼层(共33层)  | 板楼,"19,336元/平"
长庆未央湖花园 ,经开北,3室2厅 | 90.77平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"10,026元/平"
华洲城天峰 ,城西,3室2厅 | 74.46平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,"24,040元/平"
盛龙广场1号地 ,城北,2室2厅 | 95平米 | 南 | 简装 | 中楼层(共29层)  | 塔楼,"11,158元/平"
东方罗马花园 ,矿山路,2室1厅 | 36平米 | 南 北 | 精装 | 高楼层(共10层)  | 板塔结合,"17,778元/平"
枫韵蓝湾 ,高新六路,3室2厅 | 100.88平米 | 南 北 | 精装 | 18层  | 板塔结合,"14,364元/平"
金辉悦府 ,城西,3室2厅 | 101.56平米 | 东南 | 精装 | 中楼层(共32层)  | 板塔结合,"18,315元/平"
华远枫悦一期 ,经开北,3室2厅 | 91.82平米 | 南 | 毛坯 | 中楼层(共29层)  | 板楼,"17,426元/平"
莱安逸珲 ,高新六路,3室2厅 | 93.03平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,"26,336元/平"
华清学府城 ,安装四处,2室1厅 | 94.93平米 | 东 东南 | 其他 | 中楼层(共32层)  | 板塔结合,"13,379元/平"
华城万象 ,城南,3室1厅 | 101.03平米 | 西南 | 精装 | 中楼层(共27层)  | 板塔结合,"17,421元/平"
龙祥御苑 ,经开南,2室2厅 | 115.93平米 | 南 | 简装 | 中楼层(共33层)  | 板塔结合,"8,626元/平"
保利林语溪 ,浐灞周边,4室2厅 | 139.28平米 | 南 北 | 毛坯 | 低楼层(共32层)  | 板塔结合,"11,847元/平"
邮政住宅小区 ,城北,2室2厅 | 107.93平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"9,266元/平"
龙湖花千树 ,长安,3室2厅 | 97.03平米 | 南 北 | 精装 | 低楼层(共33层)  | 板塔结合,"21,437元/平"
长庆未央湖花园 ,经开北,4室2厅 | 132.95平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"8,650元/平"
华清学府城 ,安装四处,2室1厅 | 94.93平米 | 东 东南 | 其他 | 中楼层(共32层)  | 板塔结合,"13,379元/平"
灞业大境 ,安装四处,2室2厅 | 81.2平米 | 东北 | 精装 | 中楼层(共33层)  | 塔楼,"15,025元/平"
华清学府城 ,安装四处,3室2厅 | 108.51平米 | 南 西 | 简装 | 高楼层(共32层)  | 板塔结合,"15,022元/平"
盛龙广场1号地 ,城北,2室2厅 | 95平米 | 南 | 简装 | 中楼层(共29层)  | 塔楼,"11,158元/平"
管道北区 ,经开南,3室2厅 | 92.6平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,"16,091元/平"
白金广场小区 ,南稍门,3室2厅 | 112.34平米 | 东 北 | 精装 | 高楼层(共21层)  | 塔楼,"10,673元/平"
大华曲江公园世家三期 ,曲江,2室1厅 | 106.01平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,"14,150元/平"
长庆未央湖花园 ,经开北,3室2厅 | 90.77平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"10,026元/平"
东方罗马花园 ,矿山路,2室1厅 | 36平米 | 南 北 | 精装 | 高楼层(共10层)  | 板塔结合,"17,778元/平"
华洲城天峰 ,城西,3室2厅 | 74.46平米 | 南 | 精装 | 高楼层(共34层)  | 板楼,"24,040元/平"
三迪枫丹 ,曲江,3室2厅 | 100.82平米 | 南 | 精装 | 33层  | 板塔结合,"19,441元/平"
九如御 ,经开北,2室1厅 | 80.16平米 | 北 | 精装 | 低楼层(共34层)  | 板塔结合,"14,971元/平"
华远海蓝城二期 ,矿山路,3室2厅 | 111.07平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 板塔结合,"19,178元/平"
紫薇田园都市J区 ,紫薇田园都市,3室2厅 | 138.79平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"12,898元/平"
浐灞半岛A10区 ,浐河西路,2室2厅 | 92.32平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,"12,782元/平"
绿地与湖 ,雁鸣湖,3室2厅 | 111.68平米 | 南 北 | 简装 | 低楼层(共31层)  | 板楼,"15,402元/平"
万科金域东郡 ,矿山路,2室1厅 | 69.3平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,"19,337元/平"
中航华府 ,城西,3室2厅 | 88.69平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,"24,017元/平"
五湖名邸东区 ,雁鸣湖,2室1厅 | 90.09平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"14,431元/平"
首创国际城 ,经开北,3室2厅 | 122.09平米 | 南 | 毛坯 | 高楼层(共28层)  | 板塔结合,"13,392元/平"
中海开元壹号一二期 ,城北,3室2厅 | 123.45平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 板楼,"17,497元/平"
恒大城 ,城西,3室1厅 | 95.98平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,"17,921元/平"
中航华府 ,城西,3室1厅 | 76.93平米 | 南 | 精装 | 低楼层(共33层)  | 板楼,"21,189元/平"
高科绿水东城三期 ,纺织城,2室2厅 | 77.69平米 | 西南 西 | 精装 | 高楼层(共33层)  | 板塔结合,"14,674元/平"
鑫州佳苑 ,矿山路,3室2厅 | 125.3平米 | 南 西 | 简装 | 高楼层(共23层)  | 塔楼,"8,580元/平"
省棉检局家属院 ,城内,3室1厅 | 78.16平米 | 南 北 | 简装 | 中楼层(共6层)  | 暂无数据,"10,876元/平"
利君未来城一期 ,经开北,2室2厅 | 71.33平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,"13,529元/平"
恒基碧翠锦华 ,城东,3室2厅 | 101.4平米 | 南 | 毛坯 | 中楼层(共27层)  | 板楼,"17,653元/平"
雅居乐锦城 ,城西,4室1厅 | 124.3平米 | 南 北 | 精装 | 低楼层(共34层)  | 板楼,"15,930元/平"
五二一医院家属院 ,城南,3室2厅 | 143.31平米 | 南 北 | 简装 | 中楼层(共25层)  | 板塔结合,"11,165元/平"
万科城·二期 ,长安,3室2厅 | 127.78平米 | 南 北 | 精装 | 中楼层(共34层)  | 板楼,"24,652元/平"
恒大御景 ,世博园,3室1厅 | 74.26平米 | 西北 | 精装 | 高楼层(共15层)  | 板塔结合,"21,008元/平"
保利心语花园 ,广泰门,3室2厅 | 118.34平米 | 南 北 | 精装 | 中楼层(共19层)  | 板楼,"20,197元/平"
白桦林居小区 ,经开北,3室2厅 | 134.3平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,"21,073元/平"
中铁缤纷南郡 ,陕西大会堂,3室2厅 | 125.21平米 | 南 北 | 精装 | 33层  | 板塔结合,"24,120元/平"
天赐苑 ,城北,3室2厅 | 108.55平米 | 南 北 | 简装 | 高楼层(共11层)  | 板楼,"13,727元/平"
大华曲江公园世家七期 ,曲江,3室1厅 | 106.68平米 | 南 北 | 精装 | 中楼层(共25层)  | 板塔结合,"22,216元/平"
万科城一期 ,长安,3室2厅 | 88.22平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,"20,404元/平"
竹园阳光嘉苑 ,雁南,3室2厅 | 94.25平米 | 南 | 简装 | 低楼层(共33层)  | 板塔结合,"15,916元/平"
西安木材厂家属院 ,城东,2室2厅 | 64.76平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"8,571元/平"
罗马嘉园 ,广泰门,2室1厅 | 52.11平米 | 南 西 北 | 精装 | 高楼层(共18层)  | 塔楼,"20,054元/平"
华宇时间城 ,经开北,3室2厅 | 113.69平米 | 南 北 | 简装 | 中楼层(共28层)  | 板塔结合,"10,380元/平"
世园大公馆 ,世博园,3室2厅 | 117.54平米 | 南 北 | 精装 | 高楼层(共25层)  | 塔楼,"14,549元/平"
碧桂园天玺 ,经开南,3室2厅 | 117.12平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,"18,614元/平"
崇德坊社区 ,城南,3室1厅 | 81.47平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,"9,820元/平"
中南春溪集 ,高陵,3室1厅 | 97平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,"11,341元/平"
利君未来城一期 ,经开北,2室2厅 | 76.74平米 | 南 | 精装 | 33层  | 板塔结合,"13,422元/平"
城市风景夏日景色一期 ,高新六路,3室2厅 | 137.74平米 | 南 北 | 精装 | 18层  | 塔楼,"17,788元/平"
兰乔圣菲 ,城南,3室2厅 | 109.26平米 | 南 | 简装 | 低楼层(共25层)  | 板塔结合,"14,004元/平"
立新街小区2号院 ,城内,3室1厅 | 76.1平米 | 南 | 其他 | 低楼层(共7层)  | 板楼,"11,696元/平"
绿地城 ,长安,4室2厅 | 168.06平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 板塔结合,"21,897元/平"
盛龙广场1号地 ,城北,3室1厅 | 122.26平米 | 北 | 精装 | 低楼层(共29层)  | 塔楼,"11,043元/平"
民乐园万达小区 ,城内,2室2厅 | 88.12平米 | 南 北 | 其他 | 中楼层(共7层)  | 板塔结合,"15,094元/平"
锦园新世纪花园社区 ,城北,3室2厅 | 126.49平米 | 南 | 简装 | 中楼层(共24层)  | 板塔结合,"14,863元/平"
华远枫悦一期 ,经开北,4室2厅 | 137.46平米 | 南 北 | 精装 | 8层  | 板塔结合,"21,752元/平"
天正银河湾 ,高陵,2室1厅 | 79.55平米 | 南 | 简装 | 中楼层(共26层)  | 板楼,"8,549元/平"
车城温泉花园 ,高陵,2室2厅 | 93.77平米 | 南 | 精装 | 中楼层(共6层)  | 板塔结合,"6,922元/平"
逸景佲居 ,高陵,2室2厅 | 85平米 | 南 北 | 简装 | 中楼层(共27层)  | 板塔结合,"8,565元/平"
天正银河湾 ,高陵,2室1厅 | 57.01平米 | 北 | 简装 | 中楼层(共18层)  | 板楼,"8,210元/平"
天正银河湾 ,高陵,3室2厅 | 132.23平米 | 南 北 | 精装 | 中楼层(共26层)  | 板楼,"9,832元/平"
水榭花都 ,高陵,1室1厅 | 22.21平米 | 北 | 简装 | 中楼层(共15层)  | 板楼,"8,015元/平"
祥和雅居 ,城南,2室1厅 | 89.4平米 | 南 | 简装 | 中楼层(共30层)  | 板塔结合,"17,338元/平"
名仕公馆 ,临潼,3室2厅 | 94.66平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,"9,824元/平"
创新商务公寓 ,锦业路,1室1厅 | 75.25平米 | 北 | 简装 | 中楼层(共20层)  | 板塔结合,"6,977元/平"
华城国际小区 ,城南,1室1厅 | 53.87平米 | 北 | 精装 | 高楼层(共30层)  | 板塔结合,"12,067元/平"
水榭中央领地 ,高陵,3室2厅 | 57.13平米 | 南 | 精装 | 中楼层(共16层)  | 板塔结合,"11,378元/平"
水榭花都 ,高陵,2室1厅 | 43.04平米 | 南 北 | 精装 | 高楼层(共15层)  | 板塔结合,"8,946元/平"
天正银河湾 ,高陵,2室1厅 | 65.1平米 | 西南 | 精装 | 中楼层(共33层)  | 板楼,"7,988元/平"
糖果SOHO ,科技六路,2室1厅 | 53.41平米 | 北 | 精装 | 高楼层(共31层)  | 塔楼,"11,609元/平"
天正银河湾 ,高陵,2室1厅 | 76.96平米 | 南 | 简装 | 低楼层(共26层)  | 板楼,"9,356元/平"
天湖名郡 ,高陵,2室1厅 | 58.89平米 | 东北 | 简装 | 高楼层(共33层)  | 板塔结合,"8,151元/平"
龙江秀水园一期 ,高陵,3室1厅 | 94.54平米 | 南 北 | 精装 | 低楼层(共6层)  | 板楼,"7,172元/平"
悦美国际 ,长安,2室1厅 | 58.41平米 | 东南 | 简装 | 高楼层(共33层)  | 板楼,"18,319元/平"
天湖名郡 ,高陵,2室2厅 | 98.19平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 板塔结合,"6,926元/平"
花漾青城 ,临潼,2室2厅 | 85.92平米 | 南 | 精装 | 中楼层(共26层)  | 暂无数据,"9,463元/平"
高新水晶城 ,高新一中,2室2厅 | 78.44平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,"20,959元/平"
天正银河湾 ,高陵,2室1厅 | 77.67平米 | 西南 | 简装 | 中楼层(共18层)  | 板楼,"8,240元/平"
山水秦唐 ,临潼,2室2厅 | 94.04平米 | 南 北 | 精装 | 7层  | 板楼,"7,444元/平"
省汽贸家属院 ,城内,2室1厅 | 48.92平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"8,341元/平"
天正银河湾 ,高陵,2室1厅 | 77.29平米 | 东南 | 简装 | 中楼层(共26层)  | 板楼,"9,057元/平"
车城温泉花园 ,高陵,2室2厅 | 93.44平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合,"7,278元/平"
水榭花都 ,高陵,2室1厅 | 32.01平米 | 南 | 精装 | 中楼层(共15层)  | 板楼,"9,654元/平"
唐品A ,高陵,3室1厅 | 135.79平米 | 南 北 | 毛坯 | 18层  | 板塔结合,"6,334元/平"
天正银河湾 ,高陵,2室1厅 | 85.08平米 | 南 | 简装 | 低楼层(共26层)  | 板楼,"8,816元/平"
华宇凤凰城 ,西咸,1室1厅 | 44平米 | 东 | 简装 | 高楼层(共30层)  | 板塔结合,"14,319元/平"
雍河院 ,高陵,2室2厅 | 81.46平米 | 南 | 精装 | 低楼层(共18层)  | 板塔结合,"8,103元/平"
爱尚泾渭 ,高陵,2室1厅 | 37.03平米 | 北 | 精装 | 中楼层(共16层)  | 板塔结合,"9,290元/平"
渭水茗居 ,高陵,2室1厅 | 86.22平米 | 东南 | 毛坯 | 高楼层(共26层)  | 板塔结合,"7,539元/平"
海棠别馆 ,紫薇田园都市,2室1厅 | 84.29平米 | 南 | 简装 | 高楼层(共15层)  | 板塔结合,"17,203元/平"
爱尚泾渭 ,高陵,2室1厅 | 50.22平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,"7,547元/平"
旗远锦樾 ,锦业路,2室1厅 | 75.09平米 | 西 南 | 简装 | 中楼层(共29层)  | 塔楼,"10,788元/平"
爱尚泾渭 ,高陵,2室2厅 | 36.38平米 | 南 | 简装 | 高楼层(共16层)  | 板塔结合,"8,659元/平"
曲江龙邸 ,曲江,2室1厅 | 99平米 | 南 | 精装 | 中楼层(共27层)  | 板塔结合,"22,728元/平"
金泰假日花城 ,城南,1室1厅 | 60.2平米 | 东北 | 精装 | 18层  | 板塔结合,"19,436元/平"
群贤道九號 ,高新四路,1室0厅 | 36.87平米 | 南 | 精装 | 30层  | 塔楼,"17,549元/平"
尚品格蓝 ,高新四路,1室0厅 | 34.87平米 | 东 | 精装 | 低楼层(共16层)  | 塔楼,"23,402元/平"
都市春天 ,高新六路,1室1厅 | 47.81平米 | 北 | 其他 | 高楼层(共13层)  | 板塔结合,"17,988元/平"
利君明天 ,高新六路,1室1厅 | 47.7平米 | 南 | 简装 | 29层  | 塔楼,"17,170元/平"
枫韵蓝湾 ,高新六路,1室0厅 | 47.43平米 | 南 | 精装 | 24层  | 板塔结合,"13,810元/平"
龙湖香醍国际社区 ,安装四处,1室0厅 | 39.08平米 | 西 | 简装 | 低楼层(共32层)  | 板塔结合,"11,771元/平"
紫薇风尚东区 ,经开北,1室0厅 | 52.13平米 | 南 | 简装 | 低楼层(共31层)  | 板塔结合,"13,045元/平"
中大国际九号 ,高新一中,5室2厅 | 405.27平米 | 北 南 | 精装 | 28层  | 板楼,"101,168元/平"
灞业大境 ,安装四处,1室1厅 | 51.58平米 | 北 | 精装 | 高楼层(共34层)  | 板塔结合,"15,704元/平"
世贸大厦 ,城东,1室1厅 | 44.42平米 | 西 | 其他 | 高楼层(共32层)  | 板塔结合,"8,780元/平"
高新枫尚 ,太白南路,1室0厅 | 23.29平米 | 东 | 简装 | 低楼层(共24层)  | 塔楼,"22,757元/平"
西市佳园 ,城西,1室0厅 | 43.87平米 | 北 | 精装 | 高楼层(共34层)  | 板塔结合,"10,942元/平"
怡园 ,临潼,3室2厅 | 114平米 | 南 北 | 简装 | 低楼层(共6层)  | 暂无数据,"6,930元/平"
半岛美居 ,高陵,3室2厅 | 106平米 | 南 北 | 精装 | 高楼层(共26层)  | 板楼,"9,246元/平"
华洲城熙悦都 ,城西,3室1厅 | 88.61平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"23,192元/平"
群星莱骊三期 ,临潼,3室2厅 | 125.04平米 | 南 北 | 精装 | 低楼层(共18层)  | 板塔结合,"9,118元/平"
华清学府城 ,安装四处,2室2厅 | 86.74平米 | 西南 | 精装 | 高楼层(共32层)  | 板塔结合,"15,795元/平"
天然居二期 ,城东,2室2厅 | 90.4平米 | 南 | 简装 | 高楼层(共24层)  | 板塔结合,"14,049元/平"
首创国际城 ,经开北,3室2厅 | 95.44平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,"19,699元/平"
三五三八社区 ,南稍门,2室2厅 | 124.41平米 | 南 北 | 精装 | 低楼层(共20层)  | 板楼,"9,807元/平"
浐灞半岛A10区 ,浐河西路,2室1厅 | 89.3平米 | 南 北 | 精装 | 中楼层(共23层)  | 板塔结合,"15,118元/平"
首创国际城 ,经开北,3室2厅 | 95.44平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,"19,699元/平"
紫薇田园都市J区 ,紫薇田园都市,2室2厅 | 96.36平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"16,397元/平"
融侨馨苑 ,城南,3室2厅 | 113.89平米 | 南 北 | 精装 | 低楼层(共16层)  | 板楼,"19,493元/平"
金花公寓 ,城东,3室2厅 | 136.75平米 | 南 北 | 简装 | 低楼层(共29层)  | 板塔结合,"8,483元/平"
浐灞半岛A10区 ,浐河西路,2室2厅 | 90.17平米 | 南 北 | 简装 | 高楼层(共18层)  | 板塔结合,"13,087元/平"
灞业大境 ,安装四处,3室2厅 | 99.94平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,"15,010元/平"
旭景新港 ,城西,2室2厅 | 94.72平米 | 东 | 精装 | 低楼层(共33层)  | 板塔结合,"11,508元/平"
金泰假日花城 ,城南,1室1厅 | 52.51平米 | 北 | 精装 | 中楼层(共26层)  | 板楼,"18,854元/平"
测绘东路29号院 ,李家村,2室1厅 | 56.1平米 | 南 北 | 简装 | 低楼层(共2层)  | 板楼,"11,230元/平"
裕昌太阳城 ,城南,2室2厅 | 97.62平米 | 南 北 | 精装 | 高楼层(共33层)  | 板楼,"15,161元/平"
白庙小区 ,城西,2室1厅 | 60.31平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"13,099元/平"
万国远鉴名筑 ,城西,1室1厅 | 50.83平米 | 北 | 精装 | 中楼层(共26层)  | 板塔结合,"13,575元/平"
摩登主场 ,南稍门,1室1厅 | 47.51平米 | 西 | 简装 | 中楼层(共18层)  | 板塔结合,"13,366元/平"
魏玛公馆 ,经开北,1室1厅 | 50.78平米 | 西 北 | 精装 | 低楼层(共32层)  | 板塔结合,"26,586元/平"
融侨馨苑 ,城南,2室1厅 | 84.12平米 | 北 | 简装 | 低楼层(共33层)  | 板楼,"16,168元/平"
领先时代广场 ,科技六路,1室1厅 | 56.18平米 | 西 | 精装 | 25层  | 塔楼,"18,156元/平"
光大巷3号 ,黄雁村,2室1厅 | 78.9平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,"9,760元/平"
西安航天城A区 ,长安,2室2厅 | 76.07平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"17,090元/平"
中贸广场 ,南稍门,2室1厅 | 79.86平米 | 南 | 其他 | 高楼层(共33层)  | 板塔结合,"13,775元/平"
广天国际公寓 ,安装四处,2室1厅 | 43.65平米 | 南 | 精装 | 低楼层(共20层)  | 塔楼,"16,954元/平"
金泰假日花城 ,城南,1室1厅 | 46.01平米 | 北 | 简装 | 26层  | 板塔结合,"19,996元/平"
西七路508号院 ,城内,1室1厅 | 46.24平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据,"17,302元/平"
和平门小区（二院） ,李家村,2室1厅 | 49.85平米 | 南 北 | 简装 | 低楼层(共7层)  | 暂无数据,"8,225元/平"
龙城铭园二期 ,鱼化寨,2室2厅 | 68.98平米 | 西北 | 精装 | 32层  | 板塔结合,"18,267元/平"
四棉厂住宅互助区 ,纺织城,2室1厅 | 83.96平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,"8,219元/平"
龙湖枫香庭 ,经开南,2室2厅 | 80.07平米 | 南 | 精装 | 高楼层(共29层)  | 板塔结合,"22,044元/平"
天朗蓝湖树 ,鱼化寨,2室2厅 | 81.95平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼,"19,891元/平"
海伦国际 ,曲江,2室2厅 | 80.83平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,"17,321元/平"
领先时代广场 ,科技六路,1室1厅 | 60.29平米 | 东 | 简装 | 17层  | 塔楼,"16,421元/平"
风度天城 ,城西,3室1厅 | 138.96平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,"14,969元/平"
天朗蓝湖树 ,鱼化寨,2室2厅 | 81.95平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼,"19,891元/平"
西安航天城A区 ,长安,2室2厅 | 75.81平米 | 南 | 其他 | 中楼层(共33层)  | 板楼,"17,808元/平"
智慧公馆 ,长安,2室2厅 | 106.5平米 | 南 北 | 其他 | 高楼层(共30层)  | 塔楼,"12,864元/平"
西安重型机械研究所社区 ,城北,2室1厅 | 53.98平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,"7,225元/平"
通济花园 ,城北,2室2厅 | 84.24平米 | 东南 | 精装 | 中楼层(共13层)  | 板塔结合,"12,227元/平"
魏玛公馆 ,经开北,2室2厅 | 50.19平米 | 南 | 简装 | 低楼层(共32层)  | 板塔结合,"29,090元/平"
海璟时代 ,经开南,2室2厅 | 85.84平米 | 东南 | 精装 | 低楼层(共33层)  | 板楼,"12,582元/平"
西城馨苑 ,西咸,2室2厅 | 86.4平米 | 北 | 精装 | 中楼层(共25层)  | 板塔结合,"12,153元/平"
罗马嘉园 ,广泰门,2室1厅 | 46.16平米 | 东 | 精装 | 低楼层(共18层)  | 塔楼,"19,065元/平"
朝华美域 ,城南,2室1厅 | 89.98平米 | 南 北 | 精装 | 高楼层(共18层)  | 塔楼,"12,225元/平"
普天小区 ,城东,2室2厅 | 103.39平米 | 东北 | 精装 | 高楼层(共32层)  | 塔楼,"13,638元/平"
金泰假日花城 ,城南,2室1厅 | 75.84平米 | 东南 | 精装 | 中楼层(共26层)  | 板塔结合,"17,537元/平"
民洁小区 ,高新六路,1室1厅 | 55.99平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,"9,645元/平"
国家无线电频谱管理研究所家属院 ,曲江,2室1厅 | 50.34平米 | 南 | 简装 | 中楼层(共7层)  | 板塔结合,"19,071元/平"
天伦明珠大厦 ,城南,2室1厅 | 101.1平米 | 南 | 简装 | 高楼层(共25层)  | 板塔结合,"10,980元/平"
南郊铁路局家属院 ,城东,2室0厅 | 42.83平米 | 南 北 | 简装 | 中楼层(共4层)  | 板塔结合,"27,551元/平"
中天雅苑 ,城北,2室2厅 | 81.69平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,"13,894元/平"
轻机所家属院 ,城西,2室1厅 | 59.63平米 | 南 北 | 简装 | 高楼层(共6层)  | 塔楼,"5,367元/平"
旭景碧泽园 ,高新六路,2室2厅 | 88.56平米 | 西南 | 精装 | 中楼层(共12层)  | 板楼,"16,486元/平"
金地西沣公元二期 ,雁南,2室1厅 | 70.89平米 | 东 | 其他 | 高楼层(共34层)  | 板塔结合,"20,455元/平"
杰信花园 ,经开南,2室2厅 | 103平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,"11,166元/平"
中海凯旋门 ,曲江,2室2厅 | 80.79平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,"25,127元/平"
西安蓝天小区 ,安装四处,2室1厅 | 83.24平米 | 南 北 | 简装 | 中楼层(共8层)  | 板楼,"10,152元/平"
魏玛公馆 ,经开北,2室1厅 | 66.51平米 | 东南 东 | 精装 | 低楼层(共26层)  | 板塔结合,"23,155元/平"
上城小区 ,城西,1室1厅 | 38.24平米 | 东 | 简装 | 高楼层(共22层)  | 塔楼,"15,429元/平"
中海·曲江碧林湾 ,曲江,2室1厅 | 66.6平米 | 北 | 精装 | 高楼层(共34层)  | 板塔结合,"22,823元/平"
华远君城 ,城北,2室1厅 | 78.23平米 | 西 | 精装 | 高楼层(共32层)  | 塔楼,"13,806元/平"
龙城铭园一期 ,鱼化寨,2室2厅 | 62.06平米 | 北 | 精装 | 26层  | 板塔结合,"16,597元/平"
御锦城鹭湾 ,浐河西路,2室1厅 | 90.17平米 | 南 北 | 精装 | 中楼层(共31层)  | 板塔结合,"14,418元/平"
民航社区 ,城西,2室1厅 | 63.41平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,"12,932元/平"
